,Provider.Number,Hospital.Name,Address.1,Address.2,Address.3,City,State,ZIP.Code,County.Name,Phone.Number,Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Attack,Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Heart.Failure,Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Comparison.to.U.S..Rate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Lower.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Upper.Mortality.Estimate...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Number.of.Patients...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Footnote...Hospital.30.Day.Death..Mortality..Rates.from.Pneumonia,Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Footnote...Hospital.30.Day.Readmission.Rates.from.Heart.Attack,Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Footnote...Hospital.30.Day.Readmission.Rates.from.Heart.Failure,Hospital.30.Day.Readmission.Rates.from.Pneumonia,Comparison.to.U.S..Rate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Lower.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Upper.Readmission.Estimate...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Number.of.Patients...Hospital.30.Day.Readmission.Rates.from.Pneumonia,Footnote...Hospital.30.Day.Readmission.Rates.from.Pneumonia
1916,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,,,CAMBRIDGE,MA,02138,MIDDLESEX,6176652300,15.3,No Different than U.S. National Rate,12.3,19.0,127,,12.4,No Different than U.S. National Rate,10.0,15.4,345,,13.3,No Different than U.S. National Rate,10.7,16.2,378,,19.3,No Different than U.S. National Rate,15.7,23.5,83,,27.8,No Different than U.S. National Rate,24.3,31.3,393,,20.3,No Different than U.S. National Rate,17.4,23.5,384,
1917,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,,,HYANNIS,MA,02601,BARNSTABLE,5087711800,14.1,No Different than U.S. National Rate,12.1,16.5,651,,12.6,No Different than U.S. National Rate,11.0,14.5,920,,10.4,No Different than U.S. National Rate,8.4,12.8,532,,20.0,No Different than U.S. National Rate,17.6,22.8,712,,22.8,No Different than U.S. National Rate,20.7,25.3,1062,,17.2,No Different than U.S. National Rate,14.6,20.1,536,
1918,220015,COOLEY DICKINSON HOSPITAL INC,THE,30 LOCUST STREET,,,NORTHAMPTON,MA,01060,HAMPSHIRE,4135822000,12.5,No Different than U.S. National Rate,9.9,15.6,146,,12.6,No Different than U.S. National Rate,10.2,15.4,355,,10.9,No Different than U.S. National Rate,8.8,13.4,436,,20.3,No Different than U.S. National Rate,16.8,24.3,114,,22.8,No Different than U.S. National Rate,19.7,26.5,403,,19.0,No Different than U.S. National Rate,16.2,22.2,444,
1919,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,,,GREENFIELD,MA,01301,FRANKLIN,4137730211,15.6,No Different than U.S. National Rate,11.8,19.7,70,,13.8,No Different than U.S. National Rate,10.8,17.3,217,,9.5,No Different than U.S. National Rate,7.1,12.6,264,,20.2,No Different than U.S. National Rate,15.8,25.3,38,,23.5,No Different than U.S. National Rate,19.9,27.5,238,,18.0,No Different than U.S. National Rate,14.9,21.8,283,
1920,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,,,BOSTON,MA,02124,SUFFOLK,6175062000,14.3,No Different than U.S. National Rate,10.6,18.9,40,,8.3,Better than U.S. National Rate,6.2,10.9,222,,9.5,No Different than U.S. National Rate,7.1,12.8,161,,19.5,No Different than U.S. National Rate,15.6,23.8,25,,25.4,No Different than U.S. National Rate,21.9,29.4,274,,18.0,No Different than U.S. National Rate,14.8,21.9,168,
1921,220019,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH STREET,,,SOUTHBRIDGE,MA,01550,WORCESTER,5087659771,14.6,No Different than U.S. National Rate,11.1,18.8,62,,12.1,No Different than U.S. National Rate,9.2,15.9,167,,9.0,No Different than U.S. National Rate,6.8,12.3,215,,20.5,No Different than U.S. National Rate,16.2,25.2,49,,27.1,No Different than U.S. National Rate,23.0,31.8,188,,16.9,No Different than U.S. National Rate,14.0,20.6,229,
1923,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,,,FALL RIVER,MA,02721,BRISTOL,5086745600,16.4,No Different than U.S. National Rate,12.9,20.6,84,,10.3,No Different than U.S. National Rate,8.0,13.1,237,,10.6,No Different than U.S. National Rate,8.3,13.2,289,,20.0,No Different than U.S. National Rate,16.1,24.3,59,,25.9,No Different than U.S. National Rate,22.0,29.6,283,,22.2,Worse than U.S. National Rate,18.6,25.6,297,
1924,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,,,HOLYOKE,MA,01040,HAMPDEN,4135342500,15.2,No Different than U.S. National Rate,12.6,18.1,217,,11.5,No Different than U.S. National Rate,9.0,14.5,279,,13.6,No Different than U.S. National Rate,11.1,16.5,313,,18.1,No Different than U.S. National Rate,15.0,21.7,174,,25.9,No Different than U.S. National Rate,22.3,29.7,313,,18.1,No Different than U.S. National Rate,15.1,21.4,309,
1925,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,,,NEWBURYPORT,MA,01950,ESSEX,9784631000,13.7,No Different than U.S. National Rate,10.7,17.4,98,,10.9,No Different than U.S. National Rate,8.7,13.8,340,,12.4,No Different than U.S. National Rate,10.0,15.1,388,,20.6,No Different than U.S. National Rate,16.9,24.8,58,,25.7,No Different than U.S. National Rate,22.5,28.9,408,,18.2,No Different than U.S. National Rate,15.4,21.2,403,
1926,220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,40 WRIGHT STREET,,,PALMER,MA,01069,HAMPDEN,4132837651,15.7,No Different than U.S. National Rate,12.1,20.0,38,,8.7,Better than U.S. National Rate,6.6,11.4,251,,10.1,No Different than U.S. National Rate,7.9,13.2,257,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.8,No Different than U.S. National Rate,22.3,29.9,305,,20.5,No Different than U.S. National Rate,17.0,24.2,264,
1927,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,,,BOSTON,MA,02118,SUFFOLK,6176388000,16.4,No Different than U.S. National Rate,13.2,20.0,255,,8.6,Better than U.S. National Rate,6.7,11.0,478,,11.0,No Different than U.S. National Rate,8.4,14.2,282,,23.7,Worse than U.S. National Rate,20.3,27.1,394,,26.8,No Different than U.S. National Rate,23.9,29.6,666,,18.9,No Different than U.S. National Rate,16.0,22.4,312,
1928,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,,,BEVERLY,MA,01915,ESSEX,9789223000,16.1,No Different than U.S. National Rate,13.7,18.8,337,,11.6,No Different than U.S. National Rate,9.8,13.8,596,,9.8,No Different than U.S. National Rate,7.9,12.1,551,,21.0,No Different than U.S. National Rate,17.7,24.4,259,,22.4,No Different than U.S. National Rate,20.0,25.3,677,,18.5,No Different than U.S. National Rate,15.9,21.4,590,
1929,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,,,SALEM,MA,01970,ESSEX,9787411215,13.4,No Different than U.S. National Rate,11.0,15.8,405,,9.0,Better than U.S. National Rate,7.6,10.6,911,,9.6,Better than U.S. National Rate,8.2,11.2,894,,18.4,No Different than U.S. National Rate,15.5,21.5,373,,22.7,No Different than U.S. National Rate,20.6,25.1,1087,,18.5,No Different than U.S. National Rate,16.5,21.0,921,
1930,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,,,BRIGHTON,MA,02135,SUFFOLK,6177893000,14.2,No Different than U.S. National Rate,11.5,17.5,223,,7.9,Better than U.S. National Rate,6.2,10.0,404,,9.6,No Different than U.S. National Rate,7.5,12.1,290,,21.4,No Different than U.S. National Rate,18.5,24.6,379,,28.1,Worse than U.S. National Rate,25.0,31.3,549,,21.4,No Different than U.S. National Rate,17.9,25.0,328,
1931,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,,,PITTSFIELD,MA,01201,BERKSHIRE,4134472000,13.2,No Different than U.S. National Rate,10.7,16.2,252,,10.1,No Different than U.S. National Rate,8.3,12.3,555,,9.4,Better than U.S. National Rate,7.7,11.5,580,,20.3,No Different than U.S. National Rate,16.9,24.2,162,,23.2,No Different than U.S. National Rate,20.6,26.1,657,,18.4,No Different than U.S. National Rate,16.0,20.9,624,
1932,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,,,MARLBOROUGH,MA,01752,MIDDLESEX,5084815000,13.4,No Different than U.S. National Rate,10.2,17.1,69,,11.0,No Different than U.S. National Rate,8.4,14.0,205,,11.9,No Different than U.S. National Rate,9.3,15.1,210,,20.6,No Different than U.S. National Rate,16.6,25.3,53,,25.6,No Different than U.S. National Rate,22.0,29.6,245,,20.8,No Different than U.S. National Rate,17.4,24.6,229,
1933,220050,BAYSTATE MARY LANE HOSPITAL,85 SOUTH STREET,,,WARE,MA,01082,HAMPSHIRE,4139676211,16.3,No Different than U.S. National Rate,12.4,21.1,29,,11.4,No Different than U.S. National Rate,8.4,15.2,92,,11.2,No Different than U.S. National Rate,7.9,15.7,90,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.2,No Different than U.S. National Rate,19.1,28.1,110,,17.6,No Different than U.S. National Rate,14.0,22.0,93,
1934,220051,NORTH ADAMS REGIONAL HOSPITAL,71 HOSPITAL AVENUE,,,NORTH ADAMS,MA,01247,BERKSHIRE,4136645000,13.5,No Different than U.S. National Rate,10.7,16.9,105,,10.3,No Different than U.S. National Rate,7.9,13.2,194,,11.8,No Different than U.S. National Rate,9.1,15.0,165,,20.7,No Different than U.S. National Rate,16.9,25.3,77,,23.6,No Different than U.S. National Rate,20.1,27.6,217,,19.4,No Different than U.S. National Rate,15.9,23.4,176,
1935,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,,,BROCKTON,MA,02302,PLYMOUTH,5089417000,14.9,No Different than U.S. National Rate,12.0,18.4,205,,10.7,No Different than U.S. National Rate,8.2,13.6,269,,11.0,No Different than U.S. National Rate,8.4,14.3,245,,19.0,No Different than U.S. National Rate,15.6,23.1,156,,26.4,No Different than U.S. National Rate,23.1,30.0,335,,18.0,No Different than U.S. National Rate,15.0,21.6,269,
1937,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,,,PLYMOUTH,MA,02360,PLYMOUTH,5087462000,14.1,No Different than U.S. National Rate,11.4,17.2,202,,10.3,No Different than U.S. National Rate,8.3,12.6,483,,11.6,No Different than U.S. National Rate,9.7,13.9,612,,21.0,No Different than U.S. National Rate,17.5,25.2,139,,27.4,No Different than U.S. National Rate,24.2,30.7,556,,22.1,Worse than U.S. National Rate,19.2,24.9,641,
1939,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,,,LOWELL,MA,01854,MIDDLESEX,9789376000,15.2,No Different than U.S. National Rate,12.1,18.8,159,,11.8,No Different than U.S. National Rate,9.5,14.7,380,,14.3,No Different than U.S. National Rate,11.2,17.8,243,,20.5,No Different than U.S. National Rate,16.7,24.7,115,,24.1,No Different than U.S. National Rate,21.0,27.2,459,,19.3,No Different than U.S. National Rate,16.1,22.8,247,
1940,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,,,WESTFIELD,MA,01085,HAMPDEN,4135682811,17.0,No Different than U.S. National Rate,13.2,21.6,62,,11.8,No Different than U.S. National Rate,9.0,15.2,189,,11.0,No Different than U.S. National Rate,8.4,14.2,235,,19.8,No Different than U.S. National Rate,15.8,24.5,48,,24.0,No Different than U.S. National Rate,20.4,28.2,210,,16.6,No Different than U.S. National Rate,13.6,20.2,243,
1941,220066,MERCY MEDICAL CENTER,271 CAREW STREET,,,SPRINGFIELD,MA,01104,HAMPDEN,4137489000,13.2,No Different than U.S. National Rate,10.4,16.3,163,,9.9,No Different than U.S. National Rate,7.9,12.5,391,,11.0,No Different than U.S. National Rate,8.7,13.5,392,,19.9,No Different than U.S. National Rate,16.2,24.0,112,,23.1,No Different than U.S. National Rate,20.1,26.6,483,,17.6,No Different than U.S. National Rate,14.9,20.8,403,
1942,220067,QUINCY MEDICAL CENTER,114 WHITWELL STREET,,,QUINCY,MA,02169,NORFOLK,6177736100,14.9,No Different than U.S. National Rate,11.9,18.4,136,,11.0,No Different than U.S. National Rate,8.6,13.6,329,,10.3,No Different than U.S. National Rate,7.9,13.4,218,,18.7,No Different than U.S. National Rate,15.2,22.6,110,,26.1,No Different than U.S. National Rate,22.6,29.8,370,,20.3,No Different than U.S. National Rate,16.8,24.2,218,
1943,220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,,,MELROSE,MA,02176,MIDDLESEX,7819793000,16.1,No Different than U.S. National Rate,13.4,19.1,248,,10.3,No Different than U.S. National Rate,8.9,12.0,972,,9.8,Better than U.S. National Rate,8.1,11.8,769,,20.3,No Different than U.S. National Rate,17.1,24.5,160,,24.4,No Different than U.S. National Rate,22.2,26.7,1204,,16.9,No Different than U.S. National Rate,14.8,19.4,799,
1944,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,,,BOSTON,MA,02114,SUFFOLK,6177262000,13.0,No Different than U.S. National Rate,10.8,15.5,514,,9.6,Better than U.S. National Rate,8.2,11.4,1034,,9.5,Better than U.S. National Rate,7.9,11.4,720,,20.7,No Different than U.S. National Rate,18.2,23.2,803,,25.2,No Different than U.S. National Rate,23.0,27.4,1305,,21.3,Worse than U.S. National Rate,18.9,23.8,768,
1945,220073,MORTON HOSPITAL,88 WASHINGTON STREET,,,TAUNTON,MA,02780,BRISTOL,5088287000,15.9,No Different than U.S. National Rate,12.8,19.6,146,,11.7,No Different than U.S. National Rate,9.4,14.3,401,,12.4,No Different than U.S. National Rate,10.0,15.3,352,,20.8,No Different than U.S. National Rate,17.1,24.8,97,,26.4,No Different than U.S. National Rate,23.4,29.6,506,,20.0,No Different than U.S. National Rate,17.0,23.2,377,
1946,220074,SOUTHCOAST HOSPITAL GROUP, INC,363 HIGHLAND AVENUE,,,FALL RIVER,MA,02720,BRISTOL,5086793131,13.5,Better than U.S. National Rate,11.9,15.2,1106,,10.1,Better than U.S. National Rate,8.9,11.4,1965,,11.0,No Different than U.S. National Rate,9.8,12.4,1785,,21.5,No Different than U.S. National Rate,19.4,23.7,1048,,27.5,Worse than U.S. National Rate,25.6,29.4,2250,,19.0,No Different than U.S. National Rate,17.3,20.8,1799,
1948,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,,,SPRINGFIELD,MA,01199,HAMPDEN,4137940000,15.5,No Different than U.S. National Rate,13.5,17.9,785,,10.8,No Different than U.S. National Rate,9.4,12.5,1205,,12.8,No Different than U.S. National Rate,11.0,14.9,822,,17.9,No Different than U.S. National Rate,16.0,20.3,1063,,22.8,No Different than U.S. National Rate,20.9,24.9,1473,,17.7,No Different than U.S. National Rate,15.6,20.2,807,
1949,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,,,METHUEN,MA,01844,ESSEX,9786870156,13.3,No Different than U.S. National Rate,10.5,16.5,149,,10.9,No Different than U.S. National Rate,8.8,13.4,445,,10.0,No Different than U.S. National Rate,7.9,12.6,344,,19.8,No Different than U.S. National Rate,16.3,24.0,102,,27.7,No Different than U.S. National Rate,24.4,31.0,518,,20.2,No Different than U.S. National Rate,17.1,23.5,340,
1950,220082,SAINTS  MEDICAL CENTER INC,1 HOSPITAL DRIVE,,,LOWELL,MA,01852,MIDDLESEX,9784581411,14.6,No Different than U.S. National Rate,11.7,18.2,156,,8.5,Better than U.S. National Rate,6.7,10.7,417,,10.4,No Different than U.S. National Rate,8.1,13.4,265,,20.4,No Different than U.S. National Rate,16.9,24.6,120,,24.3,No Different than U.S. National Rate,21.5,27.4,525,,18.7,No Different than U.S. National Rate,15.7,22.2,272,
1951,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,,,NEEDHAM,MA,02494,NORFOLK,7814533000,14.8,No Different than U.S. National Rate,11.6,18.6,41,,10.7,No Different than U.S. National Rate,8.4,13.5,229,,11.9,No Different than U.S. National Rate,9.1,15.6,189,,20.8,No Different than U.S. National Rate,16.6,25.6,29,,25.1,No Different than U.S. National Rate,21.5,29.0,286,,20.9,No Different than U.S. National Rate,17.1,25.1,198,
1952,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,,,W CONCORD,MA,01742,MIDDLESEX,9783691400,12.7,No Different than U.S. National Rate,9.9,16.1,115,,14.3,No Different than U.S. National Rate,11.5,17.4,272,,10.0,No Different than U.S. National Rate,7.7,12.9,238,,17.7,No Different than U.S. National Rate,14.3,21.9,72,,24.3,No Different than U.S. National Rate,21.0,28.2,307,,16.5,No Different than U.S. National Rate,13.5,20.2,243,
1953,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,,,BOSTON,MA,02215,SUFFOLK,6176677000,12.1,Better than U.S. National Rate,9.8,14.8,364,,9.0,Better than U.S. National Rate,7.5,10.7,834,,8.4,Better than U.S. National Rate,6.7,10.2,592,,22.9,Worse than U.S. National Rate,20.3,25.6,682,,27.6,Worse than U.S. National Rate,25.2,29.8,1218,,21.6,Worse than U.S. National Rate,19.0,24.1,703,
1955,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,,,MILFORD,MA,01757,WORCESTER,5084731190,13.3,No Different than U.S. National Rate,10.6,16.5,142,,11.6,No Different than U.S. National Rate,9.6,13.8,491,,9.7,No Different than U.S. National Rate,7.9,12.1,493,,21.4,No Different than U.S. National Rate,17.8,25.4,110,,25.2,No Different than U.S. National Rate,22.5,28.2,564,,19.1,No Different than U.S. National Rate,16.4,22.2,480,
1956,220095,HEYWOOD HOSPITAL,242 GREEN STREET,,,GARDNER,MA,01440,WORCESTER,9786323420,13.8,No Different than U.S. National Rate,10.9,17.4,66,,11.6,No Different than U.S. National Rate,8.7,15.3,156,,11.1,No Different than U.S. National Rate,8.2,14.8,173,,20.4,No Different than U.S. National Rate,16.3,25.0,51,,22.7,No Different than U.S. National Rate,18.8,27.2,180,,21.1,No Different than U.S. National Rate,17.2,25.4,179,
1957,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,,,AYER,MA,01432,MIDDLESEX,9787849000,16.9,No Different than U.S. National Rate,12.8,21.8,38,,10.8,No Different than U.S. National Rate,8.0,14.4,115,,10.8,No Different than U.S. National Rate,8.2,14.2,203,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.6,No Different than U.S. National Rate,21.6,29.8,154,,18.8,No Different than U.S. National Rate,15.4,22.6,216,
1958,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,,,SOUTH WEYMOUTH,MA,02190,NORFOLK,7813408000,15.8,No Different than U.S. National Rate,13.5,18.5,446,,10.9,No Different than U.S. National Rate,9.6,12.5,1242,,14.2,Worse than U.S. National Rate,12.5,16.2,1004,,19.6,No Different than U.S. National Rate,16.5,23.1,301,,25.9,No Different than U.S. National Rate,23.8,28.0,1553,,19.1,No Different than U.S. National Rate,17.0,21.5,1015,
1959,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,,,NEWTON,MA,02462,MIDDLESEX,6172436000,14.3,No Different than U.S. National Rate,11.6,17.6,169,,9.7,No Different than U.S. National Rate,8.0,11.8,534,,9.9,No Different than U.S. National Rate,8.1,12.3,504,,20.7,No Different than U.S. National Rate,17.0,24.9,104,,22.1,No Different than U.S. National Rate,19.4,25.1,633,,17.1,No Different than U.S. National Rate,14.5,20.2,542,
1960,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,,,WINCHESTER,MA,01890,MIDDLESEX,7817299000,13.3,No Different than U.S. National Rate,10.9,16.0,215,,8.7,Better than U.S. National Rate,7.0,10.6,560,,9.9,No Different than U.S. National Rate,8.1,12.1,594,,17.6,No Different than U.S. National Rate,14.6,21.2,160,,26.1,No Different than U.S. National Rate,23.3,29.1,645,,17.6,No Different than U.S. National Rate,15.2,20.3,605,
1961,220108,MILTON HOSPITAL INC,199 REEDSDALE ROAD,,,MILTON,MA,02186,NORFOLK,6176964600,13.9,No Different than U.S. National Rate,11.0,17.5,103,,10.4,No Different than U.S. National Rate,8.1,13.1,262,,10.0,No Different than U.S. National Rate,7.6,13.2,221,,19.9,No Different than U.S. National Rate,16.3,24.2,69,,25.3,No Different than U.S. National Rate,21.7,29.0,324,,19.2,No Different than U.S. National Rate,15.7,23.0,223,
1962,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMACA PLAIN,150 S. HUNTINGTON AVENUE,,,JAMAICA PLAIN                 ,MA,02130,SUFFOLK,6172329500,14.4,No Different than U.S. National Rate,10.8,18.5,95,,9.4,No Different than U.S. National Rate,7.4,11.8,466,,9.4,No Different than U.S. National Rate,7.4,12.0,400,,20.4,No Different than U.S. National Rate,16.6,24.9,147,,26.1,No Different than U.S. National Rate,23.1,29.1,599,,20.5,No Different than U.S. National Rate,17.6,23.6,462,
1963,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,,,BOSTON,MA,02115,SUFFOLK,6177325500,13.7,No Different than U.S. National Rate,11.2,16.7,373,,8.4,Better than U.S. National Rate,6.8,10.4,724,,10.6,No Different than U.S. National Rate,8.7,12.9,455,,22.5,No Different than U.S. National Rate,19.6,25.2,667,,24.6,No Different than U.S. National Rate,22.3,27.2,966,,20.8,No Different than U.S. National Rate,18.1,23.6,509,
1964,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,,,BROCKTON,MA,02301,PLYMOUTH,5084273000,14.6,No Different than U.S. National Rate,11.9,17.7,256,,10.3,No Different than U.S. National Rate,8.5,12.5,526,,10.3,No Different than U.S. National Rate,8.3,12.6,521,,21.3,No Different than U.S. National Rate,17.7,25.4,174,,27.0,No Different than U.S. National Rate,23.9,30.1,577,,20.5,No Different than U.S. National Rate,17.8,23.4,536,
1965,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,,,BOSTON,MA,02111,SUFFOLK,6176365000,16.5,No Different than U.S. National Rate,13.2,20.6,202,,9.4,No Different than U.S. National Rate,7.1,12.5,250,,10.2,No Different than U.S. National Rate,8.0,13.1,301,,22.2,No Different than U.S. National Rate,19.0,25.5,409,,27.7,No Different than U.S. National Rate,24.3,31.0,428,,22.4,Worse than U.S. National Rate,19.0,25.8,371,
1966,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,,,BOSTON,MA,02130,SUFFOLK,6179837000,14.8,No Different than U.S. National Rate,11.1,19.3,51,,11.1,No Different than U.S. National Rate,8.7,14.0,311,,11.2,No Different than U.S. National Rate,8.9,13.9,350,,21.3,No Different than U.S. National Rate,16.8,26.1,32,,26.3,No Different than U.S. National Rate,22.7,30.1,371,,20.5,No Different than U.S. National Rate,17.4,23.7,376,
1967,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,,,NORWOOD,MA,02062,NORFOLK,5087721000,15.3,No Different than U.S. National Rate,13.0,18.0,338,,12.5,No Different than U.S. National Rate,10.6,14.7,598,,8.2,Better than U.S. National Rate,6.1,10.6,295,,19.9,No Different than U.S. National Rate,16.7,23.4,227,,26.4,No Different than U.S. National Rate,23.6,29.3,626,,19.1,No Different than U.S. National Rate,16.1,22.8,297,
1968,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,,,FALMOUTH,MA,02540,BARNSTABLE,5085485300,14.4,No Different than U.S. National Rate,11.7,17.4,241,,10.3,No Different than U.S. National Rate,8.4,12.6,428,,8.2,Better than U.S. National Rate,6.3,10.7,287,,19.4,No Different than U.S. National Rate,16.1,23.0,166,,22.5,No Different than U.S. National Rate,19.8,25.7,541,,18.4,No Different than U.S. National Rate,15.5,21.9,300,
1970,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,,,WORCESTER,MA,01655,WORCESTER,5083341000,12.6,Better than U.S. National Rate,10.7,14.7,724,,10.3,No Different than U.S. National Rate,8.9,12.0,949,,12.4,No Different than U.S. National Rate,10.8,14.3,921,,21.2,No Different than U.S. National Rate,18.9,23.6,847,,26.7,No Different than U.S. National Rate,24.4,29.0,1168,,21.3,Worse than U.S. National Rate,18.9,23.6,1002,
1971,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,,,BURLINGTON,MA,01803,MIDDLESEX,7817445100,13.7,No Different than U.S. National Rate,11.4,16.4,513,,11.5,No Different than U.S. National Rate,9.8,13.4,832,,11.7,No Different than U.S. National Rate,9.8,13.9,710,,21.6,No Different than U.S. National Rate,19.0,24.6,697,,27.2,No Different than U.S. National Rate,24.7,29.8,1022,,17.6,No Different than U.S. National Rate,15.4,20.4,754,
1972,220174,MERRIMACK VALLEY HOSPITAL,140 LINCOLN AVENUE,,,HAVERHILL,MA,01830,ESSEX,9783742000,14.5,No Different than U.S. National Rate,11.4,18.2,98,,10.9,No Different than U.S. National Rate,8.6,13.8,316,,12.8,No Different than U.S. National Rate,10.2,16.0,297,,19.2,No Different than U.S. National Rate,15.6,23.5,69,,23.0,No Different than U.S. National Rate,19.8,26.7,369,,19.0,No Different than U.S. National Rate,15.9,22.5,312,
